"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3210000","321000001020100005","2010-09-17","","01","영업/정상","0000","정상","","","","","02-3473-0911","231.24","","서울특별시 서초구 방배동 915-10 우성빌딩","서울특별시 서초구 효령로 95, 우성빌딩 1층 (방배동)","06687","반려동물 의료센터 다울","2023-05-11 13:26:16","U","2022-12-04 23:03:00.0","","199452.926479602","442064.36548195","","","","",""
"3210000","321000001020200001","2020-10-12","","01","영업/정상","0000","정상","","","","","02-6925-2225","164.9","","서울특별시 서초구 방배동 926-3","서울특별시 서초구 방배로19길 19, 1층 (방배동)","06682","서울종합동물병원방배","2023-08-11 15:36:12","U","2022-12-07 23:03:00.0","","199403.05235635","442528.893128334","","","","",""
"3210000","321000001020130006","20130909","","01","영업/정상","0000","정상","","","","","581-5500","0","","서울특별시 서초구 방배동 894-2 선빌딩 101호","서울특별시 서초구 서초대로 124, 101호 (방배동, 선빌딩)","06661","동물제중원금손이 동물병원","2021-04-08 10:22:50","U","2021-04-10 02:40:00.0","","199582.594994223    ","442879.1892594      ","동물병원","","","000",""
"3210000","321000001020050004","20051230","","01","영업/정상","0000","정상","","","","","02-585-0087","175","","서울특별시 서초구 서초동 1486-2 삼양빌딩 ","서울특별시 서초구 효령로 214, 삼양빌딩 2층 (서초동)","06709","다니엘동물병원","2020-10-21 11:18:34","U","2020-10-23 02:40:00.0","","200612.401809114    ","442325.922331271    ","동물병원","","","000",""
"3210000","321000001020090004","20091023","","01","영업/정상","0000","정상","","","","","02-3476-7522","0","","서울특별시 서초구 반포동 18-3 래미안퍼스티지 중심상가 147-8호","서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 147,148호 (반포동)","06547","두리종합동물병원","2021-06-09 09:02:40","U","2021-06-11 02:40:00.0","","200005.626362552    ","444680.521703344    ","동물병원","","","000",""
"3210000","321000001020100001","20100402","","01","영업/정상","0000","정상","","","","","025219010","163.01","","서울특별시 서초구 방배동 925-8번지 ","서울특별시 서초구 방배로 119, 1층 (방배동)","06682","디아나동물병원","2019-01-11 15:46:04","U","2019-01-13 02:40:00.0","","199509.901629527    ","442495.949502065    ","동물병원","","","000",""
"3210000","321000001020040009","20040414","","01","영업/정상","0000","정상","","","","","02-533-5505","26.6","","서울특별시 서초구 잠원동 50-5 신사쇼핑센터 102-2호","서울특별시 서초구 나루터로 37, 신사쇼핑센터 1층 102-2호 (잠원동)","06515","이상록동물병원","2020-11-19 18:21:13","U","2020-11-21 02:40:00.0","","201230.693449214    ","445992.459343379    ","동물병원","","","000",""
"3210000","321000001019950001","19950701","","01","영업/정상","0000","정상","","","","","593-1045","0","","서울특별시 서초구 잠원동 8-24 크레신타워 1층 ","서울특별시 서초구 강남대로 631, 1층 (잠원동, 크레신타워)","06524","유림동물안과병원","2021-09-03 13:51:25","U","2021-09-05 02:40:00.0","","201565.957243521    ","446206.354902748    ","동물병원","","","000","0"
"3210000","321000001020060001","20060221","","01","영업/정상","0000","정상","","","","","596-1175","74","","서울특별시 서초구 서초동 1690-2번지 지상1층 ","서울특별시 서초구 서초대로 325 (서초동,지상1층)","","교대동물병원","2019-01-11 14:59:43","U","2019-01-13 02:40:00.0","","201437.546877387    ","443638.9629292      ","동물병원","","","000",""
"3210000","321000001020110003","20111208","","01","영업/정상","0000","정상","","","","","02-3476-3535","32.32","","서울특별시 서초구 반포동 20-51 베리스타운102/108호 ","서울특별시 서초구 사평대로45길 10-25 (반포동)","06544","반포자이동물병원","2021-09-03 13:56:49","U","2021-09-05 02:40:00.0","","201162.735          ","444940.180000001    ","동물병원","","","000","0"
"3210000","321000001020120001","20120319","","01","영업/정상","0000","정상","","","","","02-574-0511","38.38","","서울특별시 서초구 신원동 412-5번지 힐스테이트서초잰트리스 103호","서울특별시 서초구 헌릉로8길 10-12, 1층 3호 (신원동, 힐스테이트서초잰트리스)","06798","하나동물병원","2019-01-14 13:25:24","U","2019-01-16 02:40:00.0","","204917.350884108    ","439261.37081518     ","동물병원","","","000",""
"3210000","321000001020130001","20130228","","01","영업/정상","0000","정상","","","","","577-6125","80","","서울특별시 서초구 양재동 215번지 이마트 양재점 지하1층 ","서울특별시 서초구 매헌로 16, 지하1층 (양재동, 이마트 양재점)","06771","이리온 양재점","2019-01-14 13:28:31","U","2019-01-16 02:40:00.0","","203204.755637424    ","440136.781183797    ","동물병원","","","000",""
"3240000","324000001020010001","20010127","","03","폐업","0002","폐업","20171010","","","","476-7582","0","","","서울특별시 강동구 양재대로 1601 (천호동)","05306","명성동물병원","2017-10-10 15:13:35","I","2018-08-31 23:59:59.0","","212594.936420887    ","449598.294663977    ","동물병원","","","000",""
"3210000","321000001019990002","19990306","","01","영업/정상","0000","정상","","","","","3472-8275","30.96","","서울특별시 서초구 서초동 1332-7 ","서울특별시 서초구 사임당로 139, 104호 (서초동)","06624","서이동물병원","2021-11-04 13:24:17","U","2021-11-06 02:40:00.0","","202128.626956395    ","443285.681199166    ","동물병원","","","000","0"
"3210000","321000001020040004","20040308","","01","영업/정상","0000","정상","","","","","02-578-7572","21.7","","서울특별시 서초구 우면동 66-2 우면세신상가 201호","서울특별시 서초구 바우뫼로7길 8, 201호 (우면동,우면세신상가)","","우면동물병원","2021-09-03 13:56:12","U","2021-09-05 02:40:00.0","","202175.011113176    ","440963.759050916    ","동물병원","","","000","0"
"3210000","321000001020030002","20030113","","01","영업/정상","0000","정상","","","","","534-9773","0","","서울특별시 서초구 방배동 790-27번지 ","서울특별시 서초구 방배중앙로 149 (방배동)","06560","수동물병원","2019-01-11 14:36:47","U","2019-01-13 02:40:00.0","","198732.246033702    ","443365.92231754     ","동물병원","","","000",""
"3080000","308000001020220001","20220629","","01","영업/정상","0000","정상","","","","","02-2039-8900","203","","서울특별시 강북구 번동 411-8 해솔빌딩 1층 102호, B1층 102호","서울특별시 강북구 덕릉로 133, 해솔빌딩 1층 102호, B1층 102호 (번동)","01068","마인동물의료센터","2022-08-12 11:31:17","U","2021-12-07 23:04:00.0","","202450.017901847","459211.324321126","","","","",""
"3210000","321000001019990003","19990504","","01","영업/정상","0000","정상","","","","","02-537-0075","61.6","","서울특별시 서초구 반포동 56-1번지 ","서울특별시 서초구 서초중앙로 245 (반포동)","","신반포종합동물병원","2019-01-11 14:10:39","U","2019-01-13 02:40:00.0","","200884.624630186    ","444571.106094448    ","동물병원","","","000",""
"3210000","321000001020110002","20111007","","01","영업/정상","0000","정상","","","","","534-3475","23.57","","서울특별시 서초구 반포동 20-45 반포자이프라자 133호 ","서울특별시 서초구 잠원로 24 (반포동,반포자이프라자 133호)","","24시예스동물병원","2020-11-12 10:40:12","U","2020-11-17 02:40:00.0","","200800.417027918    ","444989.874340522    ","동물병원","","","000",""
"3210000","321000001020000001","20000221","","01","영업/정상","0000","정상","","","","","02-575-0855","0","","서울특별시 서초구 양재동 2-43 동리빌딩 ","서울특별시 서초구 논현로 173, 동리빌딩 1층 (양재동)","06739","레스펫동물병원","2021-06-14 16:11:13","U","2021-06-16 02:40:00.0","","203580.297336547    ","442526.96137366     ","동물병원","","","000",""
"3210000","321000001020160004","20160912","","01","영업/정상","0000","정상","","","","","02-588-7511","297","","서울특별시 서초구 서초동 1624-1 영빌딩 ","서울특별시 서초구 서초중앙로 72, 영빌딩 1층 105호,  층 2층 205호 (서초동)","06640","서초M동물의료센터","2021-01-28 15:32:35","U","2021-01-30 02:40:00.0","","201247.715304571    ","442893.421443575    ","동물병원","","","000",""
"3210000","321000001020100006","20101025","","03","폐업","0002","폐업","20161005","","","","3474-7582","80","","서울특별시 서초구 서초동 1605-5   번지 ","","","넥스펫동물병원","2016-10-05 14:18:57","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3210000","321000001020110001","20110726","","03","폐업","0002","폐업","20150715","","","","543-1945","20.88","","서울특별시 서초구 서초동 1315번지 진흥상가 102호 ","","","해치동물병원","2015-08-03 11:21:34","I","2018-08-31 23:59:59.0","","201930.014907812    ","443904.461723691    ","동물병원","","","000",""
"3210000","321000001020040001","20040115","","03","폐업","0002","폐업","20041005","","","","","157.62","","서울특별시 서초구 반포동 738-2   번지 ","","","21세기동물병원","2004-10-05 17:24:14","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3210000","321000001019990004","19991228","","03","폐업","0002","폐업","20051104","","","","3473-7582","42.24","","서울특별시 서초구 서초동 1648-17번지 1층 ","서울특별시 서초구 사임당로 99 (서초동,1층)","","우리들의동물병원","2005-11-04 09:50:53","I","2018-08-31 23:59:59.0","","201751.000644375    ","443127.819996609    ","동물병원","","","000",""
"3210000","321000001020160005","20161006","","03","폐업","0002","폐업","20190805","","","","02-3474-7582","0","","서울특별시 서초구 서초동 1605-5번지 서광빌딩 101호","서울특별시 서초구 효령로 347, 서광빌딩 101호 (서초동)","06643","다스림 양한방 동물병원","2019-08-05 16:25:32","U","2019-08-07 02:40:00.0","","201876.147455706    ","442741.651989375    ","동물병원","","","000",""
"3210000","321000001020050001","20050128","","03","폐업","0002","폐업","20140423","","","","3478-1045","18","","서울특별시 서초구 잠원동 60-3번지 매일상가 223호 ","","","잠원동물병원","2014-04-23 14:50:11","I","2018-08-31 23:59:59.0","","201024.481364815    ","445492.334204608    ","동물병원","","","000",""
"3210000","321000001020050002","20050901","","03","폐업","0002","폐업","20061106","","","","02-532-4777","52","","서울특별시 서초구 반포동 1048번지 외 3필지 J동 15호 ","","","반포동물병원","2006-11-06 10:06:01","I","2018-08-31 23:59:59.0","","198947.76074194     ","444354.796864065    ","동물병원","","","000",""
"3210000","321000001020170002","20171218","","03","폐업","0002","폐업","20180404","","","","02-537-7412","","","서울특별시 서초구 반포동 1-8번지 경남쇼핑센터 ","서울특별시 서초구 신반포로 143, 경남쇼핑센터 1층 8호 (반포동)","06506","신세계동물병원","2018-04-04 10:19:50","I","2018-08-31 23:59:59.0","","199848.409437198    ","444956.349717008    ","동물병원","","","000",""
"3210000","321000001020020006","20020402","","03","폐업","0002","폐업","20111031","","","","583-7582","116.08","","서울특별시 서초구 양재동 14-12번지 구민빌딩 2층 ","서울특별시 서초구 강남대로 196 (양재동,구민빌딩 2층)","","(주)아크리스동물병원","2011-10-31 13:55:46","I","2018-08-31 23:59:59.0","","203226.506923893    ","442196.253595367    ","동물병원","","","000",""
"3210000","321000001019840001","19840109","","03","폐업","0002","폐업","20180810","","","","593-8238","984.36","","서울특별시 서초구 방배동 796-1번지 ","서울특별시 서초구 방배로 232 (방배동)","06584","이성환동물병원","2018-08-10 12:15:49","I","2018-08-31 23:59:59.0","","199054.857907608    ","443527.101950574    ","동물병원","","","000",""
"3210000","321000001019920001","19920421","","03","폐업","0002","폐업","20170223","","","","579-1932","0","","서울특별시 서초구 양재동 20-33번지 ","서울특별시 서초구 바우뫼로 179 (양재동)","","이강남동물병원","2017-02-23 15:40:40","I","2018-08-31 23:59:59.0","","203431.893916775    ","441830.851790542    ","동물병원","","","000",""
"3210000","321000001020180003","20180424","","03","폐업","0002","폐업","20210908","","","","02-575-0750","141.72","","서울특별시 서초구 우면동 725 네이처프라자 203호","서울특별시 서초구 태봉로 62, 네이처프라자 203호 (우면동)","06764","햇살아래 동물병원","2021-09-15 09:10:19","U","2021-09-17 02:40:00.0","","202144.075280951    ","440208.843928869    ","동물병원","","","000","0"
"3210000","321000001020040010","20040528","","03","폐업","0002","폐업","20060117","","","","02-583-7545","190","","서울특별시 서초구 서초동 1536-1번지 지상1층 ","서울특별시 서초구 효령로49길 52 (서초동,지상1층)","","엔터펫동물병원","2006-01-17 11:33:00","I","2018-08-31 23:59:59.0","","200777.618291458    ","442708.076015182    ","동물병원","","","000",""
"3220000","322000001020150003","20150114","","01","영업/정상","0000","정상","","","","","554-8875","0","","서울특별시 강남구 역삼동 761-18번지 ","서울특별시 강남구 언주로 314, 105호 (역삼동)","06219","도곡종합동물병원","2019-01-17 19:56:12","U","2019-01-19 02:40:00.0","","204056.199691995    ","443750.88453048     ","동물병원","","","000",""
"3220000","322000001020150004","20150116","","01","영업/정상","0000","정상","","","","","545-0075","0","","서울특별시 강남구 신사동 630-23 2,3층","서울특별시 강남구 도산대로 309, 2,3층 (신사동)","06021","치료멍멍동물병원","2022-11-08 10:35:47","U","2021-10-31 23:00:00.0","","203039.656459137","446683.313244739","","","","",""
"3210000","321000001020170001","2017-12-08","","03","폐업","0002","폐업","2023-06-21","","","","02-3472-1188","17","","서울특별시 서초구 방배동 464-11","서울특별시 서초구 방배천로8길 34, 1층 (방배동)","06691","이삭동물병원","2023-06-21 14:18:07","U","2022-12-05 22:03:00.0","","198549.777786072","442025.619601993","","","","",""
"3230000","323000001019990006","19990713","","01","영업/정상","0000","정상","","","","","02-424-2955","243.8","","서울특별시 송파구 삼전동 132-12 신일빌딩","서울특별시 송파구 삼학사로 75, 신일빌딩 (삼전동)","05603","하트동물메디컬센터","2022-12-05 13:14:32","U","2021-11-02 00:07:00.0","","208492.722187505","444640.994915597","","","","",""
"3220000","322000001020150005","2015-01-16","","01","영업/정상","0000","정상","","","","","549-7579","0","","서울특별시 강남구 신사동 549-1 1층","서울특별시 강남구 압구정로 134, 1층 (신사동)","06029","가로수동물병원","2023-05-26 10:43:34","U","2022-12-04 22:08:00.0","","202003.419594411","446902.916742765","","","","",""
"3220000","322000001020110001","2011-01-21","","01","영업/정상","0000","정상","","","","","02-3443-8275","218","","서울특별시 강남구 삼성동 35-3 1층","서울특별시 강남구 선릉로 620, 1층 (삼성동)","06097","닥터펫동물의료센터","2023-07-19 16:33:54","U","2022-12-06 22:02:00.0","","203776.208295189","445541.712567676","","","","",""
"3220000","322000001020100011","20100902","","01","영업/정상","0000","정상","","","","","02-575-7581","51.48","","서울특별시 강남구 개포동 1187-1번지 ","서울특별시 강남구 논현로10길 14 (개포동)","06314","한 동물병원","2019-01-18 13:49:12","U","2019-01-20 02:40:00.0","","204337.141692882    ","441340.022014748    ","동물병원","","","000",""
"3220000","322000001020100012","20100908","","01","영업/정상","0000","정상","","","","","02-3445-7275","0","","서울특별시 강남구 청담동 132-19 정화빌딩 ","서울특별시 강남구 영동대로 708, 정화빌딩 4층 (청담동)","06075","일마레 동물 메디컬 센터","2021-09-14 16:56:14","U","2021-09-16 02:40:00.0","","204979.055998352    ","446545.97544971     ","동물병원","","","000","0"
"3220000","322000001020170004","20170405","","01","영업/정상","0000","정상","","","","","02-555-6835","0","","서울특별시 강남구 대치동 903-12번지 한상빌딩 ","서울특별시 강남구 역삼로 459, 한상빌딩 1층 (대치동)","06195","원동물병원","2020-04-08 15:22:52","U","2020-04-10 02:40:00.0","","204998.941370734    ","444519.199406083    ","동물병원","","","000",""
"3220000","322000001020100010","2010-06-29","","01","영업/정상","0000","정상","","","","","02-549-7582","0","","서울특별시 강남구 논현동 191-12 1~4층","서울특별시 강남구 논현로 621, 1~4층 (논현동)","06122","충현동물병원","2023-07-27 15:33:45","U","2022-12-06 22:09:00.0","","202825.95","445202.715","","","","",""
"3220000","322000001020170005","20170714","","01","영업/정상","0000","정상","","","","","02-540-6303","0","","서울특별시 강남구 신사동 660-7번지 1층,2층 ","서울특별시 강남구 압구정로 332 (신사동, 1층,2층)","06018","압구정메이트동물병원","2019-01-17 18:18:28","U","2019-01-19 02:40:00.0","","203273.515312026    ","447329.953691113    ","동물병원","","","000",""
"3220000","322000001020160014","20161216","","01","영업/정상","0000","정상","","","","","02-529-7587","0","","서울특별시 강남구 도곡동 467-7 아카데미스위트 에이동 104, 202호","서울특별시 강남구 언주로30길 21, 104, 202호 (도곡동, 아카데미스위트)","06292","그레이동물병원 강남점","2022-11-15 13:14:28","U","2021-10-31 23:07:00.0","","204538.144891563","442942.853505354","","","","",""
"3220000","322000001020170007","20170901","","01","영업/정상","0000","정상","","","","","02-577-7582","0","","서울특별시 강남구 개포동 1259-4번지 101호","서울특별시 강남구 개포로 243, 101호 (개포동, 흥진빌딩)","06306","나은동물병원","2019-01-17 16:32:20","U","2019-01-19 02:40:00.0","","204275.917723876    ","441887.673971685    ","동물병원","","","000",""
"3220000","322000001020170008","20170929","","01","영업/정상","0000","정상","","","","","02-583-7582","0","","서울특별시 강남구 삼성동 160-21번지 3층 ","서울특별시 강남구 봉은사로104길 10, 3층 (삼성동, 동화빌딩)","06170","아크리스동물의료센터","2020-04-02 17:32:51","U","2020-04-04 02:40:00.0","","205401.146739192    ","445724.810086973    ","동물병원","","","000",""
"3220000","322000001020170010","20171206","","01","영업/정상","0000","정상","","","","","02-569-7582","0","","서울특별시 강남구 역삼동 766-20 역삼프라자 ","서울특별시 강남구 도곡로51길 4, 역삼프라자 1층 (역삼동)","06218","24시OK동물병원","2021-08-20 11:29:13","U","2021-08-22 02:40:00.0","","204335.070751145    ","443709.283280918    ","동물병원","","","000","0"
"3220000","322000001020120018","20121224","","01","영업/정상","0000","정상","","","","","556-7588","345","","서울특별시 강남구 대치동 649 1층","서울특별시 강남구 남부순환로 2911-1 (대치동)","06280","래이동물의료센터","2022-07-05 13:35:09","U","2021-12-07 00:07:00.0","","205037.148927108","443391.308416752","","","","",""
"3220000","322000001020130003","20130513","","01","영업/정상","0000","정상","","","","","02-541-7515","295.88","","서울특별시 강남구 삼성동 70-6","서울특별시 강남구 삼성로 614 (삼성동)","06085","24시 청담우리 동물병원","2022-08-05 09:39:00","U","2021-12-08 00:07:00.0","","204603.205","445808.225","","","","",""
"3230000","323000001019990001","19990108","","01","영업/정상","0000","정상","","","","","02-413-0075","0","","서울특별시 송파구 방이동 226-7 건양빌딩","서울특별시 송파구 오금로 247, 건양빌딩 (방이동)","05645","가락종합동물병원","2022-12-05 13:13:51","U","2021-11-02 00:07:00.0","","210632.391175015","444908.653893049","","","","",""
"3220000","322000001020150014","20151103","","01","영업/정상","0000","정상","","","","","02-548-5466","0","","서울특별시 강남구 청담동 44-15번지 ","서울특별시 강남구 학동로 413 (청담동, 청담빌딩)","06069","굿모닝동물병원","2019-01-17 15:51:25","U","2019-01-19 02:40:00.0","","203924.633723523    ","446220.841825233    ","동물병원","","","000",""
"3220000","322000001020160001","20160107","","01","영업/정상","0000","정상","","","","","573-7582","0","","서울특별시 강남구 개포동 1229-11번지 동성빌딩1층 ","서울특별시 강남구 논현로 70, 1층 (개포동, 동성빌딩)","06307","개포별빛동물병원","2019-01-17 18:19:34","U","2019-01-19 02:40:00.0","","204027.295          ","441585.31           ","동물병원","","","000",""
"3220000","322000001020160005","20160603","","01","영업/정상","0000","정상","","","","","02-512-7566","0","","서울특별시 강남구 청담동 125-12 4층","서울특별시 강남구 도산대로 539, 4층 (청담동, 금원빌딩)","06013","청담눈초롱안과동물병원","2022-11-23 13:55:23","U","2021-10-31 22:05:00.0","","204582.187190123","446992.089678097","","","","",""
"3220000","322000001020130008","2013-08-18","","01","영업/정상","0000","정상","","","","","574-7533","150","","서울특별시 강남구 청담동 86 5층","서울특별시 강남구 선릉로 806, 5층 (청담동)","06014","이안동물의학센터(청담점)","2023-09-01 16:48:59","U","2022-12-09 00:03:00.0","","203432.518476036","446848.284081545","","","","",""
"3220000","322000001020110014","2011-11-01","","01","영업/정상","0000","정상","","","","","554-7582","134","","서울특별시 강남구 개포동 189 개포자이 스퀘어상가 208호","서울특별시 강남구 삼성로 14, 208호 (개포동, 개포자이 프레지던스)","06331","스마트동물병원","2023-04-06 13:06:52","U","2022-12-04 00:08:00.0","","206239.623997375","442598.51298973","","","","",""
"3220000","322000001020110009","2011-06-28","","01","영업/정상","0000","정상","","","","","514-7582","142","","서울특별시 강남구 논현동 234-26 상하빌딩 1층","서울특별시 강남구 봉은사로 205, 상하빌딩 1층 (논현동)","06109","강남동물병원","2023-05-16 16:55:08","U","2022-12-04 23:08:00.0","","202977.496554636","445062.848886421","","","","",""
"3220000","322000001020170009","2017-11-10","","01","영업/정상","0000","정상","","","","","02-566-8211","0","","서울특별시 강남구 대치동 909-5 1,2층","서울특별시 강남구 역삼로 426, 1,2층 (대치동)","06200","서울동물의료센터","2023-09-27 14:19:53","U","2022-12-08 22:09:00.0","","204673.588173269","444341.558279647","","","","",""
"3220000","322000001020120006","20120627","","01","영업/정상","0000","정상","","","","","568-7975","90","","서울특별시 강남구 역삼동 732-26번지 ","서울특별시 강남구 역삼로 235 (역삼동)","06225","위너스 동물병원","2019-01-18 13:22:01","U","2019-01-20 02:40:00.0","","203656.75936864     ","443931.11595826     ","동물병원","","","000",""
"3220000","322000001020120007","20120719","","01","영업/정상","0000","정상","","","","","512-2575","200","","서울특별시 강남구 삼성동 119-3번지 ","서울특별시 강남구 삼성로 573 (삼성동)","06154","마이펫동물의료센터","2019-01-18 13:19:59","U","2019-01-20 02:40:00.0","","204630.224092758    ","445592.802507911    ","동물병원","","","000",""
"3220000","322000001020030006","20030424","","01","영업/정상","0000","정상","","","","","02-556-0975","137","","서울특별시 강남구 대치동 898-8번지 1층 ","서울특별시 강남구 선릉로 412, 1층 (대치동)","06198","주주동물종합병원","2019-03-07 09:11:43","U","2019-03-09 02:40:00.0","","204402.510687947    ","444390.692975457    ","동물병원","","","000",""
"3220000","322000001020180007","20181210","","01","영업/정상","0000","정상","","","","","445-7588","0","","서울특별시 강남구 자곡동 636번지 서강플라자 ","서울특별시 강남구 자곡로 114, 서강플라자 2층 201호 (자곡동)","06373","자곡퍼스트동물의료센터","2019-01-17 18:14:25","U","2019-01-19 02:40:00.0","","208422.856918085    ","441097.917189004    ","동물병원","","","000",""
"3220000","322000001020200006","20201216","","01","영업/정상","0000","정상","","","","","02-451-7582","","","서울특별시 강남구 일원동 645-11 1층, 지하1층 ","서울특별시 강남구 일원로9길 74, 1층, 지하1층 (일원동)","06342","임재성동물의료센터","2020-12-16 15:39:29","I","2020-12-18 00:23:06.0","","207669.423687645    ","443200.309707896    ","동물병원","","","000",""
"3220000","322000001020200005","20201202","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강남구 신사동 587-13 2층 ","서울특별시 강남구 도산대로 213, 2층 (신사동)","06026","스마트 정형외과 신경외과 동물병원","2020-12-02 13:01:00","I","2020-12-04 00:23:19.0","","202580.58909147     ","446499.582136322    ","동물병원","","","000",""
"3220000","322000001020190002","20190201","","01","영업/정상","0000","정상","","","","","02-566-5852","0","","서울특별시 강남구 역삼동 834-45번지 동광빌딩 1층 ","서울특별시 강남구 역삼로 138, 동광빌딩 1층 (역삼동)","06250","하나카동물병원","2019-02-19 18:21:18","U","2019-02-21 02:40:00.0","","202999.775290359    ","443558.512561106    ","동물병원","","","000",""
"3220000","322000001020190001","20190114","","01","영업/정상","0000","정상","","","","","02-549-9773","0","","서울특별시 강남구 압구정동 426번지 현대아파트 상가 1동 201호","서울특별시 강남구 압구정로 151, 상가 1동 201호 (압구정동, 현대아파트)","06001","튼튼동물병원","2019-01-29 14:12:21","U","2019-01-31 02:40:00.0","","202094.180185533    ","447109.497307684    ","동물병원","","","000",""
"3230000","323000001019970001","19970315","","01","영업/정상","0000","정상","","","","","02-2202-0075","0","","서울특별시 송파구 잠실동 234-17 성선빌딩","서울특별시 송파구 백제고분로 161, 성선빌딩 (잠실동)","05568","위드펫종합동물병원","2022-12-05 13:13:24","U","2021-11-02 00:07:00.0","","207433.005970073","444811.921776388","","","","",""
"3230000","323000001019940001","19940629","","01","영업/정상","0000","정상","","","","","02-443-8973","0","","서울특별시 송파구 오금동 120-7","서울특별시 송파구 동남로 318 (오금동)","05730","김민재동물병원","2022-12-05 13:12:48","U","2021-11-02 00:07:00.0","","212193.427439158","444617.315100966","","","","",""
"3220000","322000001020200001","20200129","","01","영업/정상","0000","정상","","","","","02-561-3375","0","","서울특별시 강남구 역삼동 838-9 거암빌딩 ","서울특별시 강남구 도곡로 115, 거암빌딩 2층 (역삼동)","06253","아이힐 동물병원","2020-10-12 16:54:52","U","2020-10-14 02:40:00.0","","202847.79751228     ","443115.129646286    ","동물병원","","","000",""
"3220000","322000001020200002","20200416","","01","영업/정상","0000","정상","","","","","02-335-3333","0","","서울특별시 강남구 청담동 76-12 103호","서울특별시 강남구 학동로81길 9, 103호 (청담동)","06074","우리동생 동물병원","2022-11-25 18:11:41","U","2021-10-31 22:07:00.0","","204393.904459532","446390.567809254","","","","",""
"3220000","322000001020210008","20211209","","01","영업/정상","0000","정상","","","","","02-572-2772","0","","서울특별시 강남구 개포동 158-8 ","서울특별시 강남구 선릉로4길 13, 2층 (개포동)","06325","디아동물병원","2021-12-09 18:27:07","I","2021-12-11 00:22:54.0","","205433.088647908    ","442288.846543022    ","동물병원","","","000","0"
"3220000","322000001020020006","20020130","","03","폐업","0002","폐업","20080605","","","","515-0275","0","","서울특별시 강남구 신사동 617-2번지 ","서울특별시 강남구 압구정로 228 (신사동)","","열린종합동물병원","2008-06-05 14:57:57","I","2018-08-31 23:59:59.0","","202829.555273995    ","447382.746953318    ","동물병원","","","000",""
"3220000","322000001020190003","2019-06-01","","01","영업/정상","0000","정상","","","","","02-545-4975","0","","서울특별시 강남구 신사동 586-3 영석빌딩","서울특별시 강남구 논현로 813, 영석빌딩 지하1층,1층 (신사동)","06032","에이드동물병원","2023-09-19 14:32:20","U","2022-12-08 22:01:00.0","","202383.071645959","446552.359775055","","","","",""
"3220000","322000001020120015","2012-10-26","","01","영업/정상","0000","정상","","","","","3446-8253","147.4","","서울특별시 강남구 논현동 123-5","서울특별시 강남구 학동로6길 7 (논현동)","06111","와이즈24시 동물병원","2023-06-09 10:31:43","U","2022-12-05 23:01:00.0","","202041.395692407","445451.428157834","","","","",""
"3220000","322000001020210004","2021-04-28","","03","폐업","0002","폐업","2023-05-10","","","","02-554-7505","0","","서울특별시 강남구 역삼동 641-10 아승빌딩","서울특별시 강남구 논현로 515, 아승빌딩 (역삼동)","06131","닥터박동물병원","2023-05-11 11:04:04","U","2022-12-04 23:04:00.0","","203088.505","444482.41","","","","",""
"3220000","322000001020120016","2012-11-15","","01","영업/정상","0000","정상","","","","","511-6364","146.7","","서울특별시 강남구 역삼동 725-15 2층","서울특별시 강남구 논현로86길 22, 2층 (역삼동)","06223","백산동물병원","2023-07-27 16:24:23","U","2022-12-06 22:09:00.0","","203405.887304907","444213.498396089","","","","",""
"3220000","322000001020170006","2017-08-17","","01","영업/정상","0000","정상","","","","","02-562-7582","0","","서울특별시 강남구 역삼동 727-8 1층","서울특별시 강남구 논현로 416, 1층 (역삼동, 운기빌딩)","06224","24시SNC동물메디컬센터","2023-09-20 08:47:19","U","2022-12-08 22:02:00.0","","203372.036181772","443913.729321223","","","","",""
"3230000","323000001019910003","19910426","","01","영업/정상","0000","정상","","","","","02-401-0075","0","","서울특별시 송파구 거여동 562-4","서울특별시 송파구 오금로 498 (거여동)","05772","노아동물병원","2022-12-05 13:11:35","U","2021-11-02 00:07:00.0","","212655.919014923","443430.772446166","","","","",""
"3220000","322000001020210006","20210904","","01","영업/정상","0000","정상","","","","","02-577-7579","","","서울특별시 강남구 개포동 1281 디에이치아너힐즈 ","서울특별시 강남구 삼성로 11, 상가동 103,104호 (개포동, 디에이치아너힐즈)","06327","다랑동물병원","2021-09-04 12:42:32","I","2021-09-06 00:23:01.0","","205932.208798743    ","442443.252600854    ","동물병원","","","000","0"
"3220000","322000001020210005","20210517","","01","영업/정상","0000","정상","","","","","02-459-7515","0","","서울특별시 강남구 자곡동 670 강남센터뷰 ","서울특별시 강남구 밤고개로 223, 강남센터뷰 103,104호 (자곡동)","06370","얼바인동물병원","2021-06-01 10:18:50","U","2021-06-03 02:40:00.0","","","","동물병원","","","000",""
